"ProductCode","Name","TamilName","Category","Mrp","SellingPrice","PurchasePrice","Barcode","TaxSlabName","IsWeighable","HasExpiry","Uom"
"BA-33015","glass clour130ml","glass clour130ml","","400.00","270.00","193.00","128038","GST 0%","FALSE","TRUE","Pcs"
"BA-33016","glass clour260ml","கண்ணாடி ருசிப்பான் 260 மிலி","","400.00","199.00","135.00","128039","GST 0%","FALSE","TRUE","Pcs"
"BA-33017","glass 175mlset 6","glass 175mlset 6","","400.00","290.00","193.00","128040","GST 0%","FALSE","TRUE","Pcs"
"BA-33018","shine max 120ml g","shine max 120ml g","","400.00","295.00","196.00","128041","GST 0%","FALSE","TRUE","Pcs"
"BA-33019","glass water jug","glass water jug","","360.00","261.00","180.00","128042","GST 0%","FALSE","TRUE","Pcs"
"BA-3302","ANIL RICE FLOUR 500GMS","500கி அணில் அரிசி மாவு","","38.00","35.00","31.00","4374","GST 0%","FALSE","TRUE","Pcs"
"BA-33020","aromatic gift set","aromatic gift set","","350.00","250.00","172.00","128043","GST 0%","FALSE","TRUE","Pcs"
"BA-33021","little exprees gif set","little exprees gif set","","300.00","220.00","149.00","128044","GST 0%","FALSE","TRUE","Pcs"
"BA-33022","deli glass 220ml","deli glass 220ml","","500.00","377.00","269.00","128045","GST 0%","FALSE","TRUE","Pcs"
"BA-33023","deli glass295ml","deli glass295ml","","500.00","340.00","242.00","128046","GST 0%","FALSE","TRUE","Pcs"
"BA-33024","deli soga 225ml","deli soga 225ml","","350.00","292.00","201.00","128047","GST 0%","FALSE","TRUE","Pcs"
"BA-33025","karbon glass 90ml","karbon glass 90ml","","400.00","285.00","206.00","128048","GST 0%","FALSE","TRUE","Pcs"
"BA-33026","deli glass 290ml","deli glass 290ml","","600.00","474.00","316.00","128049","GST 0%","FALSE","TRUE","Pcs"
"BA-33027","blinkmax glod glass","blinkmax glod glass","","700.00","525.00","347.00","128050","GST 0%","FALSE","TRUE","Pcs"
"BA-33028","glass cupy303","glass cupy303","","320.00","174.00","116.00","128051","GST 0%","FALSE","TRUE","Pcs"
"BA-33029","glass oil bot","glass oil bot","","160.00","99.00","66.00","128052","GST 0%","FALSE","TRUE","Pcs"
"BA-3303","ANIL RICE SEMIYA 200GMS","200கி அணில் அ சேமியா","","33.00","26.00","21.78","4375","GST 0%","FALSE","TRUE","Pcs"
"BA-33030","glass oil bot M","glass oil bot M","","130.00","120.00","80.00","128053","GST 0%","FALSE","TRUE","Pcs"
"BA-33031","glass oil bot BIG","கண்ணாடி எண்ணெய் போட் பெரியது","","200.00","160.00","107.00","128054","GST 0%","FALSE","TRUE","Pcs"
"BA-33032","elac horn","elac horn","","300.00","210.00","150.00","128055","GST 0%","FALSE","TRUE","Pcs"
"BA-33033","hook5 pin","hook5 pin","","90.00","65.00","45.00","128056","GST 0%","FALSE","TRUE","Pcs"
"BA-33034","yoga mat 5mm","yoga mat 5mm","","600.00","420.00","300.00","128057","GST 0%","FALSE","TRUE","Pcs"
"BA-33035","hand gripper q","hand gripper q","","180.00","120.00","80.00","128058","GST 0%","FALSE","TRUE","Pcs"
"BA-33036","hook chaina","hook chaina","","80.00","60.00","40.00","128059","GST 0%","FALSE","TRUE","Pcs"
"BA-33037","night lamp q","night lamp q","","75.00","60.00","35.00","128060","GST 0%","FALSE","TRUE","Pcs"
"BA-33038","cloth pad","cloth pad","","150.00","120.00","85.00","128061","GST 0%","FALSE","TRUE","Pcs"
"BA-33039","dreem chess","dreem chess","","140.00","110.00","70.00","128062","GST 0%","FALSE","TRUE","Pcs"
"BA-3304","EXO ROUND 250G","எக்சோ ரவுண்ட் 250","","32.00","31.00","28.44","102007","GST 0%","FALSE","TRUE","Pcs"
"BA-3304","EXO ROUND 250G","எக்சோ ரவுண்ட் 250","","28.00","27.00","24.63","108715","GST 0%","FALSE","TRUE","Pcs"
"BA-33040","food cutlery TOY","food cutlery","","299.00","180.00","115.00","128063","GST 0%","FALSE","TRUE","Pcs"
"BA-33041","magic water book","magic water book","","70.00","40.00","25.00","128064","GST 0%","FALSE","TRUE","Pcs"
"BA-33042","silver set s","silver set s","","180.00","110.00","75.00","128065","GST 0%","FALSE","TRUE","Pcs"
"BA-33043","small duck toys","சிறிய வாத்து பொம்மைகள்","","1199.00","295.00","190.00","128066","GST 0%","FALSE","TRUE","Pcs"
"BA-33044","click 2p","click 2p","","100.00","90.00","65.00","128067","GST 0%","FALSE","TRUE","Pcs"
"BA-33045","pop pop game","pop pop game","","199.00","130.00","75.00","128068","GST 0%","FALSE","TRUE","Pcs"
"BA-33046","surya dappa 2","surya dappa 2","","30.00","25.00","14.50","128069","GST 0%","FALSE","TRUE","Pcs"
"BA-33047","surya dappa 05","surya dappa 05","","50.00","30.00","18.33","128070","GST 0%","FALSE","TRUE","Pcs"
"BA-33048","surya dappa 4","சூர்யா தப்பா 4","","40.00","28.00","17.00","128071","GST 0%","FALSE","TRUE","Pcs"
"BA-33049","surya dappa 6","surya dappa 6","","60.00","35.00","20.00","128072","GST 0%","FALSE","TRUE","Pcs"
"BA-3305","EXO ROUND 500","எக்சோ ரவுண்ட் 500","","52.00","50.00","42.85","131376","GST 0%","FALSE","TRUE","Pcs"
"BA-3305","EXO ROUND 500","எக்சோ ரவுண்ட் 500","","54.00","52.00","44.02","132437","GST 0%","FALSE","TRUE","Pcs"
"BA-3305","EXO ROUND 500","எக்சோ ரவுண்ட் 500","","50.00","48.00","43.53","7697","GST 0%","FALSE","TRUE","Pcs"
"BA-33050","surya dappa 04","surya dappa 04","","90.00","75.00","48.00","128073","GST 0%","FALSE","TRUE","Pcs"
"BA-33051","surya dappa 02","surya dappa 02","","80.00","60.00","41.00","128074","GST 0%","FALSE","TRUE","Pcs"
"BA-33052","surya dappa 3","surya dappa 3","","82.00","63.00","44.00","128075","GST 0%","FALSE","TRUE","Pcs"
"BA-33053","surya dappa 06","surya dappa 06","","114.00","80.00","57.00","128076","GST 0%","FALSE","TRUE","Pcs"
"BA-33054","3 SS CREAIR","3 SS CREAIR","","500.00","276.00","197.00","128077","GST 0%","FALSE","TRUE","Pcs"
"BA-33055","2 SS CREAIR","2 SS CREAIR","","300.00","231.00","165.00","128078","GST 0%","FALSE","TRUE","Pcs"
"BA-33056","2 SS CREAIR S","2 SS CREAIR S","","200.00","155.00","109.00","128079","GST 0%","FALSE","TRUE","Pcs"
"BA-33057","3 SS CREAIR S","3 SS CREAIR 5","","320.00","224.00","160.00","128080","GST 0%","FALSE","TRUE","Pcs"
"BA-33058","SS DAPPA Q","SS DAPPA Q","","85.00","60.00","43.00","128081","GST 0%","FALSE","TRUE","Pcs"
"BA-33059","pudy ss cup","pudy ss cup","","60.00","50.00","35.00","128082","GST 0%","FALSE","TRUE","Pcs"
"BA-3306","HIMALAYA SET SOAP","ஹிமாலயா செட் சோப்","","192.00","185.00","146.82","107647","GST 0%","FALSE","TRUE","Pcs"
"BA-3306","HIMALAYA SET SOAP","ஹிமாலயா செட் சோப்","","150.00","135.00","109.76","4378","GST 0%","FALSE","TRUE","Pcs"
"BA-33060","lunch box ss n","lunch box ss n","","460.00","322.00","230.00","128083","GST 0%","FALSE","TRUE","Pcs"
"BA-33061","lunch box ss A","lunch box ss A","","500.00","357.00","255.00","128084","GST 0%","FALSE","TRUE","Pcs"
"BA-33062","KUDAM MUDI SS B","KUDAM MUDI SS B","","40.00","35.00","25.00","128085","GST 0%","FALSE","TRUE","Pcs"
"BA-33063","ss tamlar 22","ss tamlar 22","","30.00","22.00","10.00","128086","GST 0%","FALSE","TRUE","Pcs"
"BA-33064","ss tamlar 25","ss tamlar 25","","40.00","25.00","10.00","128087","GST 0%","FALSE","TRUE","Pcs"
"BA-33065","pallankuli","pallankuli","","240.00","180.00","120.00","128088","GST 0%","FALSE","TRUE","Pcs"
"BA-33066","A1 STEEL VADY 3","A1 ஸ்டீல் வாடி 3","","80.00","55.00","39.00","128089","GST 0%","FALSE","TRUE","Pcs"
"BA-33067","A1 STEEL VADY 4","A1 ஸ்டீல் வாடி 4","","60.00","53.00","38.00","128090","GST 0%","FALSE","TRUE","Pcs"
"BA-33068","gold mini mirror","gold mini mirror","","30.00","20.00","10.00","128091","GST 0%","FALSE","TRUE","Pcs"
"BA-33069","montex laser","montex laser","","140.00","105.00","70.00","128092","GST 0%","FALSE","TRUE","Pcs"
"BA-3307","HIMALAYA SET SOAP 135","ஹிமாலயா செட் சோப் 135","","150.00","135.00","109.76","110174","GST 0%","FALSE","TRUE","Pcs"
"BA-3307","HIMALAYA SET SOAP 135","ஹிமாலயா செட் சோப் 135","","135.00","131.00","128.17","4379","GST 0%","FALSE","TRUE","Pcs"
"BA-33070","gillrttin laser","gillrttin laser","","60.00","50.00","28.00","128093","GST 0%","FALSE","TRUE","Pcs"
"BA-33071","montex lacer","montex lacer","","120.00","81.00","54.00","128094","GST 0%","FALSE","TRUE","Pcs"
"BA-33072","montex laser m","montex laser m","","100.00","60.00","38.00","128095","GST 0%","FALSE","TRUE","Pcs"
"BA-33073","tharmacol 3/4","tharmacol 3/4","","60.00","50.00","28.00","128096","GST 0%","FALSE","TRUE","Pcs"
"BA-33074","tharmacol 1INCH","tharmacol 1INCH","","80.00","70.00","35.00","128097","GST 0%","FALSE","TRUE","Pcs"
"BA-33075","cleaning cloth","cleaning cloth","","150.00","120.00","85.00","128098","GST 0%","FALSE","TRUE","Pcs"
"BA-33076","OIL CAN 100MLL","OIL CAN 100ML","","30.00","25.00","13.00","128099","GST 0%","FALSE","TRUE","Pcs"
"BA-33077","OILGAN 50ML","OILGAN 50ML","","28.00","20.00","11.00","128100","GST 0%","FALSE","TRUE","Pcs"
"BA-33078","oil can 200mll","oil can 200mll","","50.00","46.00","16.00","128101","GST 0%","FALSE","TRUE","Pcs"
"BA-33079","bottle brush n","bottle brush n","","80.00","60.00","38.00","128102","GST 0%","FALSE","TRUE","Pcs"
"BA-3308","FOGG FLYER180","FOGG FLYER180","","180.00","160.00","0.00","4380","GST 0%","FALSE","TRUE","Pcs"
"BA-33080","cubes peelar","cubes peelar","","65.00","35.00","22.00","128103","GST 0%","FALSE","TRUE","Pcs"
"BA-33081","scarlet soap box","ஸ்கார்லெட் சோப் பெட்டி","","63.00","45.00","30.00","128104","GST 0%","FALSE","TRUE","Pcs"
"BA-33082","DAIRY MILK OREO 65","DAIRY MILK OREO 65","","65.00","64.00","58.04","128106","GST 0%","FALSE","TRUE","Pcs"
"BA-33083","DAIRY MILK FRUITNUT 55","DAIRY MILK FRUITNUT 55","","49.00","49.00","44.00","128107","GST 0%","FALSE","TRUE","Pcs"
"BA-33083","DAIRY MILK FRUITNUT 55","DAIRY MILK FRUITNUT 55","","50.00","49.00","44.64","132747","GST 0%","FALSE","TRUE","Pcs"
"BA-33084","DAIRY MILK ALMOND 55","DAIRY MILK ALMOND 55","","49.00","49.00","44.00","128108","GST 0%","FALSE","TRUE","Pcs"
"BA-33084","DAIRY MILK ALMOND 55","DAIRY MILK ALMOND 55","","50.00","49.00","44.40","132748","GST 0%","FALSE","TRUE","Pcs"
"BA-33085","DAIRY MILK 214","DAIRY MILK 214","","240.00","235.00","190.67","128109","GST 0%","FALSE","TRUE","Pcs"
"BA-33085","DAIRY MILK 214","DAIRY MILK 214","","214.00","213.00","191.07","129442","GST 0%","FALSE","TRUE","Pcs"
"BA-33086","DAIRY MILK 140G","140கி டைரி மில்க்","","230.00","225.00","174.05","128110","GST 0%","FALSE","TRUE","Pcs"
"BA-33086","DAIRY MILK 140G","140கி டைரி மில்க்","","205.00","202.00","166.84","128455","GST 0%","FALSE","TRUE","Pcs"
"BA-33087","bowl steel","bowl steel","","260.00","182.00","130.00","128111","GST 0%","FALSE","TRUE","Pcs"
"BA-33088","delight feel fresh","மகிழ்ச்சி புதியதாக உணர்கிறது","","180.00","91.00","65.00","128112","GST 0%","FALSE","TRUE","Pcs"
"BA-33089","delight feel fresh 800M;","மகிழ்ச்சி 800 மீ புதியதாக உணர்கிறது;","","260.00","133.00","95.00","128113","GST 0%","FALSE","TRUE","Pcs"
"BA-3309","THAEN MITTAI RS.25/-","தேன் மிட்டாய்","","25.00","20.00","0.00","4381","GST 0%","FALSE","TRUE","Pcs"
"BA-33090","delight feel fresh1200","மகிழ்ச்சி புதியது 1200","","320.00","168.00","120.00","128114","GST 0%","FALSE","TRUE","Pcs"
"BA-33091","delight feel fresh1500","மகிழ்ச்சி புதியது 1500","","380.00","205.00","145.00","128115","GST 0%","FALSE","TRUE","Pcs"
"BA-33092","CHAINA SOAP CASE","சங்கிலா சோப் வழக்கு","","60.00","45.00","33.00","128116","GST 0%","FALSE","TRUE","Pcs"
"BA-33093","onlion spance","onlion spance","","100.00","65.00","40.00","128117","GST 0%","FALSE","TRUE","Pcs"
"BA-33094","twist soap try","twist soap try","","69.00","45.00","27.00","128118","GST 0%","FALSE","TRUE","Pcs"
"BA-33095","bath scrap","bath scrap","","100.00","55.00","38.00","128119","GST 0%","FALSE","TRUE","Pcs"
"BA-33096","katlari elegant","katlari elegant","","199.00","135.00","95.00","128120","GST 0%","FALSE","TRUE","Pcs"
"BA-33097","oil can 30","oil can 30","","35.00","30.00","18.00","128121","GST 0%","FALSE","TRUE","Pcs"
"BA-33098","tomato sace BOT","தக்காளி SACE BOT","","60.00","45.00","28.00","128122","GST 0%","FALSE","TRUE","Pcs"
"BA-33099","unicon undiYal","unicon undiYal","","150.00","95.00","65.00","128123","GST 0%","FALSE","TRUE","Pcs"
"BA-331","DABUR RED PASTE 300GM","டாபர் ரெட் பெஸ்ட் 300கி","","222.00","195.00","152.75","127596","GST 0%","FALSE","TRUE","Pcs"
"BA-331","DABUR RED PASTE 300GM","டாபர் ரெட் பெஸ்ட் 300கி","","204.00","192.00","144.65","129592","GST 0%","FALSE","TRUE","Pcs"
"BA-331","DABUR RED PASTE 300GM","டாபர் ரெட் பெஸ்ட் 300கி","","213.00","203.00","137.48","132105","GST 0%","FALSE","TRUE","Pcs"
"BA-3310","FOGG FLYER180.","FOGG FLYER180","","180.00","160.00","0.00","4382","GST 0%","FALSE","TRUE","Pcs"
"BA-33100","simple soap case","simple soap case","","100.00","65.00","48.00","128124","GST 0%","FALSE","TRUE","Pcs"
"BA-33101","papper&salt","papper&salt","","40.00","25.00","15.00","128125","GST 0%","FALSE","TRUE","Pcs"
"BA-33102","flask set","flask set","","400.00","280.00","185.00","128126","GST 0%","FALSE","TRUE","Pcs"
"BA-33103","water bottle big","water bottle big","","350.00","245.00","215.00","128127","GST 0%","FALSE","TRUE","Pcs"
"BA-33104","puzzle scale","puzzle scale","","30.00","25.00","16.00","128128","GST 0%","FALSE","TRUE","Pcs"
"BA-33105","STREAX HAIR SERUM 75ML","STREAX HAIR SERUM 75ML","","199.00","195.00","160.00","128130","GST 0%","FALSE","TRUE","Pcs"
"BA-33106","gilty mat","gilty mat","","150.00","110.00","77.60","128131","GST 0%","FALSE","TRUE","Pcs"
"BA-33107","desaner ct mat","desaner ct mat","","150.00","110.00","76.00","128132","GST 0%","FALSE","TRUE","Pcs"
"BA-33108","chailu mat","chailu mat","","200.00","135.00","88.00","128133","GST 0%","FALSE","TRUE","Pcs"
"BA-33109","chilu mat","chilu mat","","140.00","100.00","76.00","128134","GST 0%","FALSE","TRUE","Pcs"
"BA-3311","FOGG FLYER.180","FOGG FLYER.180","","180.00","160.00","0.00","4383","GST 0%","FALSE","TRUE","Pcs"
"BA-33110","velvet nool mat","velvet nool mat","","200.00","150.00","108.00","128135","GST 0%","FALSE","TRUE","Pcs"
"BA-33111","cotton jompo mat","cotton jompo mat","","150.00","96.00","64.00","128136","GST 0%","FALSE","TRUE","Pcs"
"BA-33112","fdr mat","fdr mat","","150.00","105.00","73.60","128137","GST 0%","FALSE","TRUE","Pcs"
"BA-33113","royal julbi mat","royal julbi mat","","160.00","112.00","80.00","128138","GST 0%","FALSE","TRUE","Pcs"
"BA-33114","royal r hevy mat","royal r hevy mat","","280.00","190.00","140.00","128139","GST 0%","FALSE","TRUE","Pcs"
"BA-33115","cottun mat","cottun mat","","100.00","55.00","38.40","128140","GST 0%","FALSE","TRUE","Pcs"
"BA-33116","hot fan mat","hot fan mat","","75.00","50.00","36.00","128141","GST 0%","FALSE","TRUE","Pcs"
"BA-33117","mg napali mat","mg napali mat","","200.00","140.00","95.00","128142","GST 0%","FALSE","TRUE","Pcs"
"BA-33118","glaby mat","glaby mat","","244.00","165.00","112.00","128143","GST 0%","FALSE","TRUE","Pcs"
"BA-33119","mr plain hevy mat","mr plain hevy mat","","300.00","195.00","144.00","128144","GST 0%","FALSE","TRUE","Pcs"
"BA-3312","BAJAJ ALMOND200","BAJAJ ALMOND200","","165.00","163.00","125.00","11489","GST 0%","FALSE","TRUE","Pcs"
"BA-33120","mr multy mat","mr multy mat","","180.00","140.00","96.00","128145","GST 0%","FALSE","TRUE","Pcs"
"BA-33121","mG multy mat","","","220.00","169.00","114.00","128146","GST 0%","FALSE","TRUE","Pcs"
"BA-33122","tp spl mat","tp spl mat","","70.00","48.00","32.00","128147","GST 0%","FALSE","TRUE","Pcs"
"BA-33123","cotton pulla mat","cotton pulla mat","","70.00","60.00","38.40","128148","GST 0%","FALSE","TRUE","Pcs"
"BA-33124","t rock mat","t rock mat","","244.00","157.00","112.00","128149","GST 0%","FALSE","TRUE","Pcs"
"BA-33125","cottam mat","cottam mat","","80.00","60.00","39.40","128150","GST 0%","FALSE","TRUE","Pcs"
"BA-33126","HOTEL cape","HOTEL cape","","90.00","75.00","50.00","128151","GST 0%","FALSE","TRUE","Pcs"
"BA-33127","kosher dissu","75ரூ டிசு பாக்ஸ்","","95.00","75.00","50.00","128152","GST 0%","FALSE","TRUE","Pcs"
"BA-33128","happy barthday qq kit","happy barthday qq kit","","300.00","275.00","195.00","128153","GST 0%","FALSE","TRUE","Pcs"
"BA-33129","POONDU VADAGAM 250G","பூண்டு வடகம் 250 கிராம்","","120.00","90.00","65.00","128155","GST 0%","FALSE","TRUE","Pcs"
"BA-3313","BAJAJ ALMOND500","BAJAJ ALMOND500","","365.00","359.00","321.00","110883","GST 0%","FALSE","TRUE","Pcs"
"BA-33130","briyani box","பிரியாணி பெட்டி","","15.00","10.00","7.00","128156","GST 0%","FALSE","TRUE","Pcs"
"BA-33131","MB VAAZAI PODI 50G","50கி வா பொடி","","50.00","47.00","30.00","128158","GST 0%","FALSE","TRUE","Pcs"
"BA-33132","LOL FUSION POP","LOL FUSION POP","","5.00","5.00","3.75","128160","GST 0%","FALSE","TRUE","Pcs"
"BA-33133","BRU 25G","BRU 25G","","50.00","48.00","39.50","128162","GST 0%","FALSE","TRUE","Pcs"
"BA-33133","BRU 25G","BRU 25G","","45.00","43.00","39.12","129058","GST 0%","FALSE","TRUE","Pcs"
"BA-33134","MEIBAO LOCK LONG  38MM","மீபாவோ லாங் லாங் 38 மிமீ","","120.00","80.00","40.00","128166","GST 0%","FALSE","TRUE","Pcs"
"BA-33135","BRASS PADLOCK 20MM","பித்தளை பேட்லாக் 20 மி.மீ.","","60.00","45.00","29.16","128167","GST 0%","FALSE","TRUE","Pcs"
"BA-33136","BRASS PADLOCK 25MM","பித்தளை பேட்லாக் 25 மிமீ","","70.00","50.00","35.41","128168","GST 0%","FALSE","TRUE","Pcs"
"BA-33137","BRASS PADLOCK 30MM","பித்தளை பேட்லாக் 30 மி.மீ.","","100.00","62.00","44.16","128169","GST 0%","FALSE","TRUE","Pcs"
"BA-33138","BRASS PADLOCK 3/4","பித்தளை பேட்லாக் 3/4","","130.00","98.00","70.00","128170","GST 0%","FALSE","TRUE","Pcs"
"BA-33139","BRASS PADLOCK 1INCH","பித்தளை பேட்லாக் 1 இன்ச்","","160.00","120.00","85.00","128171","GST 0%","FALSE","TRUE","Pcs"
"BA-3314","BAJAJ ALMOND100","BAJAJ ALMOND100","","80.00","78.00","72.00","109453","GST 0%","FALSE","TRUE","Pcs"
"BA-33140","RED LABEL 500G","500கி ரெட் லேபில்","","275.00","269.00","257.00","128172","GST 0%","FALSE","TRUE","Pcs"
"BA-33141","GEMINI MANNACHNALLUR RICE 26K","26கிஜெமினி அரிசி","","1700.00","1720.00","1500.00","128173","GST 0%","FALSE","TRUE","Pcs"
"BA-33142","GEMINI MANNACHANALLUR RICE 10K","10கி ஜெமினி அரிசி","","800.00","690.00","600.00","128174","GST 0%","FALSE","TRUE","Pcs"
"BA-33143","WINNER CASTOR OIL 500L","500லி வி விஎண்ணெய்","","135.00","99.00","85.50","128175","GST 0%","FALSE","TRUE","Pcs"
"BA-33144","MP NAVAL KOTTAI PWD","MP NAVAL KOTTAI PWD","","40.00","38.00","32.00","128176","GST 0%","FALSE","TRUE","Pcs"
"BA-33145","BAKERS ROSEMARY HERB","BAKERS ROSEMARY HERB","","99.00","97.00","69.30","128177","GST 0%","FALSE","TRUE","Pcs"
"BA-33146","gillette guard 12","gillette guard 12","","151.00","146.00","125.12","128179","GST 0%","FALSE","TRUE","Pcs"
"BA-33147","crispy fried chiken","crispy fried chiken","","55.00","53.00","38.50","128180","GST 0%","FALSE","TRUE","Pcs"
"BA-33148","bakers tandoori chi masala","பேக்கர்கள் தந்தூரி சி மசாலா","","85.00","80.00","59.50","128181","GST 0%","FALSE","TRUE","Pcs"
"BA-33149","bakers orengano","பேக்கர்ஸ் ஓரன்கானோ","","89.00","85.00","62.30","128182","GST 0%","FALSE","TRUE","Pcs"
"BA-3315","BAJAJ ALMOND300","BAJAJ ALMOND300","","250.00","245.00","220.00","4387","GST 0%","FALSE","TRUE","Pcs"
"BA-33150","bakers BASIL","பேக்கர்ஸ் பசில்","","99.00","95.00","69.30","128183","GST 0%","FALSE","TRUE","Pcs"
"BA-33151","air hook 12p","air hook 12p","","120.00","80.00","45.00","128184","GST 0%","FALSE","TRUE","Pcs"
"BA-33152","brite comb 27","brite comb 27","","27.00","22.00","16.00","128185","GST 0%","FALSE","TRUE","Pcs"
"BA-33153","GEMINI MAN RICE 1K","1கி ஜெமினி அரிசி","","80.00","68.00","55.00","128187","GST 0%","FALSE","TRUE","Pcs"
"BA-33154","3X6 PAAI","3X6 PAAI","","150.00","130.00","93.00","128188","GST 0%","FALSE","TRUE","Pcs"
"BA-33155","AIR PILLOW POO","AIR PILLOW POO","","260.00","182.00","130.00","128189","GST 0%","FALSE","TRUE","Pcs"
"BA-33156","SABARI PILLOW COVER","சபாரி தலையணை கவர்","","75.00","60.00","42.00","128190","GST 0%","FALSE","TRUE","Pcs"
"BA-33157","tape 5","tape 5","","5.00","5.00","4.00","128191","GST 0%","FALSE","TRUE","Pcs"
"BA-33158","liril 125x4","liril 125x4","","255.00","245.00","235.00","128194","GST 0%","FALSE","TRUE","Pcs"
"BA-33159","pepsodent clove salt","pepsodent clove salt","","76.00","72.00","61.82","128197","GST 0%","FALSE","TRUE","Pcs"
"BA-33159","pepsodent clove salt","pepsodent clove salt","","68.00","67.00","61.24","130931","GST 0%","FALSE","TRUE","Pcs"
"BA-3316","BAJAJ ALMOND50","BAJAJ ALMOND50","","37.00","36.00","32.50","4388","GST 0%","FALSE","TRUE","Pcs"
"BA-3316","BAJAJ ALMOND50","BAJAJ ALMOND50","","39.00","38.00","35.50","129837","GST 0%","FALSE","TRUE","Pcs"
"BA-33160","cycle samrani","cycle samrani","","15.00","13.00","8.50","128198","GST 0%","FALSE","TRUE","Pcs"
"BA-33161","MS HAND COVER","MS HAND COVER","","400.00","350.00","210.00","128199","GST 0%","FALSE","TRUE","Pcs"
"BA-33162","AMALA DRY FRUITS 1K","1கி அமலா","","340.00","592.00","272.00","128200","GST 0%","FALSE","TRUE","Pcs"
"BA-33163","DISANO PEANUT BUTTER","டிசானோ வேர்க்கடலை வெண்ணெய்","","99.00","95.00","74.00","128202","GST 0%","FALSE","TRUE","Pcs"
"BA-33164","kangaro stapular m10","கங்கரோ ஸ்டேபுலர் எம் 10","","75.00","65.00","41.00","128203","GST 0%","FALSE","TRUE","Pcs"
"BA-33165","KANGARO STAPLER HD45","கங்கரோ ஸ்டேப்லர் HD45","","180.00","170.00","97.81","128204","GST 0%","FALSE","TRUE","Pcs"
"BA-33166","kangaro PUNCH SHP-30","கங்கரோ பஞ்ச் ஷிபி -30","","280.00","260.00","183.00","128205","GST 0%","FALSE","TRUE","Pcs"
"BA-33167","kangaro PUNCH 500","கங்கரோ பஞ்ச் 500","","230.00","200.00","129.62","128206","GST 0%","FALSE","TRUE","Pcs"
"BA-33168","kangaroPUNCH 600","கங்கரோபஞ்ச் 600","","225.00","200.00","125.45","128207","GST 0%","FALSE","TRUE","Pcs"
"BA-33169","kangaro PUNCH 480","கங்கரோ பஞ்ச் 480","","135.00","125.00","77.00","128208","GST 0%","FALSE","TRUE","Pcs"
"BA-3317","CAKE RS30/-","ரு.30/-கேக்","","30.00","23.00","0.00","4389","GST 0%","FALSE","TRUE","Pcs"
"BA-33170","RITON PEN","ரிடான் பென்","","10.00","9.00","4.00","128209","GST 0%","FALSE","TRUE","Pcs"
"BA-33171","horlicks biscut 25","horlicks biscut 25","","25.00","24.00","20.50","128211","GST 0%","FALSE","TRUE","Pcs"
"BA-33172","comport liqied 400ml","400 எம்.எல்  ஐ காம்பார்ட் லிக்கிட்","","99.00","96.00","78.00","128212","GST 0%","FALSE","TRUE","Pcs"
"BA-33173","A2B SNAKS20","20ரூ A2B","","20.00","19.50","17.50","128214","GST 0%","FALSE","TRUE","Pcs"
"BA-33174","A2B SNAKS 10","10ரூA2B","","10.00","9.75","8.40","128215","GST 0%","FALSE","TRUE","Pcs"
"BA-33175","chakra tea hote 1kg bag","chakra tea hote 1kg bag","","696.00","680.00","620.00","128218","GST 0%","TRUE","TRUE","Kgs"
"BA-33176","AACHI KASHMIR CHILLI 20","20ரூ ஆ காதூள்","","20.00","18.00","0.00","128224","GST 0%","FALSE","TRUE","Pcs"
"BA-33177","ARIEL TL LAVENDER 3.6L","3.6லி ஏரியல்","","765.00","679.98","604.00","128225","GST 0%","FALSE","TRUE","Pcs"
"BA-33178","PEPSODENT GC 260G","250கி பெப்சோடன்","","320.00","280.00","165.00","128226","GST 0%","FALSE","TRUE","Pcs"
"BA-33178","PEPSODENT GC 260G","250கி பெப்சோடன்","","330.00","290.00","175.00","130542","GST 0%","FALSE","TRUE","Pcs"
"BA-33179","SURF XL TL 6L","6லிசர்ப்XL","","971.00","830.00","710.00","128227","GST 0%","FALSE","TRUE","Pcs"
"BA-3318","BRT NC 0 SUGAR 60","BRT NC 0 SUGAR 60","","60.00","57.00","0.00","4390","GST 0%","FALSE","TRUE","Pcs"
"BA-33180","ARIEL TL 4L","4லி ஏரியல்TL","","809.00","699.00","524.00","128228","GST 0%","FALSE","TRUE","Pcs"
"BA-33181","BRI NUTRI SAVER PACK 199","199ரூ பி நூட்ரி","","220.00","185.00","146.67","128229","GST 0%","FALSE","TRUE","Pcs"
"BA-33182","panasonic red aaa","panasonic red aaa","","17.00","14.00","8.25","128230","GST 0%","FALSE","TRUE","Pcs"
"BA-33183","saffron macca clock","saffron macca clock","","550.00","425.00","275.00","128236","GST 0%","FALSE","TRUE","Pcs"
"BA-33184","saffron doom class clock","saffron doom class clock","","600.00","495.00","350.00","128237","GST 0%","FALSE","TRUE","Pcs"
"BA-33185","soffron doom s clock","soffron doom s clock","","400.00","340.00","235.00","128238","GST 0%","FALSE","TRUE","Pcs"
"BA-33186","soffron clock 280","soffron clock 280","","300.00","280.00","180.00","128239","GST 0%","FALSE","TRUE","Pcs"
"BA-33187","VIDHAI KARUNGURUVAI RICE","VIDHAI KARUNGURUVAI RICE","","70.00","59.00","50.00","128242","GST 0%","FALSE","TRUE","Pcs"
"BA-33188","BRI MARIE VITA 10","10மேரி","","10.00","9.50","8.95","128243","GST 0%","FALSE","TRUE","Pcs"
